"Plot Title: 21658049"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21658049, SEN S/N: 21658049)","Temp, °F (LGR S/N: 21658049, SEN S/N: 21658049)","Coupler Attached (LGR S/N: 21658049)","Host Connected (LGR S/N: 21658049)","Coupler Detached (LGR S/N: 21658049)","End Of File (LGR S/N: 21658049)"
947,04/17/23 03:50:00 PM,9.11,68.14,,,,
948,04/17/23 03:55:00 PM,9.11,68.14,,,,
949,04/17/23 04:00:00 PM,9.12,68.14,,,,
950,04/17/23 04:05:00 PM,9.12,68.18,,,,
951,04/17/23 04:10:00 PM,9.12,68.18,,,,
952,04/17/23 04:15:00 PM,9.12,68.18,,,,
953,04/17/23 04:20:00 PM,9.12,68.18,,,,
954,04/17/23 04:25:00 PM,9.11,68.18,,,,
955,04/17/23 04:30:00 PM,9.12,68.18,,,,
956,04/17/23 04:35:00 PM,9.11,68.14,,,,
957,04/17/23 04:40:00 PM,9.11,68.18,,,,
958,04/17/23 04:45:00 PM,9.11,68.18,,,,
959,04/17/23 04:50:00 PM,9.11,68.18,,,,
960,04/17/23 04:55:00 PM,9.11,68.18,,,,
961,04/17/23 05:00:00 PM,9.12,68.18,,,,
962,04/17/23 05:05:00 PM,9.11,68.18,,,,
963,04/17/23 05:10:00 PM,9.10,68.18,,,,
964,04/17/23 05:15:00 PM,9.10,68.18,,,,
965,04/17/23 05:20:00 PM,9.11,68.18,,,,
966,04/17/23 05:25:00 PM,9.10,68.18,,,,
967,04/17/23 05:30:00 PM,9.10,68.18,,,,
968,04/17/23 05:35:00 PM,9.10,68.18,,,,
969,04/17/23 05:40:00 PM,9.11,68.22,,,,
970,04/17/23 05:45:00 PM,9.10,68.22,,,,
971,04/17/23 05:50:00 PM,9.11,68.22,,,,
972,04/17/23 05:55:00 PM,9.10,68.25,,,,
973,04/17/23 06:00:00 PM,9.11,68.25,,,,
974,04/17/23 06:05:00 PM,9.10,68.25,,,,
975,04/17/23 06:10:00 PM,9.10,68.25,,,,
976,04/17/23 06:15:00 PM,9.10,68.25,,,,
977,04/17/23 06:20:00 PM,9.10,68.25,,,,
978,04/17/23 06:25:00 PM,9.10,68.25,,,,
979,04/17/23 06:30:00 PM,9.10,68.25,,,,
980,04/17/23 06:35:00 PM,9.10,68.25,,,,
981,04/17/23 06:40:00 PM,9.11,68.25,,,,
982,04/17/23 06:45:00 PM,9.10,68.25,,,,
983,04/17/23 06:50:00 PM,9.11,68.22,,,,
984,04/17/23 06:55:00 PM,9.10,68.22,,,,
985,04/17/23 07:00:00 PM,9.11,68.22,,,,
986,04/17/23 07:05:00 PM,9.11,68.18,,,,
987,04/17/23 07:10:00 PM,9.10,68.18,,,,
988,04/17/23 07:15:00 PM,9.11,68.14,,,,
989,04/17/23 07:20:00 PM,9.11,68.14,,,,
990,04/17/23 07:25:00 PM,9.11,68.11,,,,
991,04/17/23 07:30:00 PM,9.12,68.07,,,,
992,04/17/23 07:35:00 PM,9.12,68.07,,,,
993,04/17/23 07:40:00 PM,9.12,68.04,,,,
994,04/17/23 07:45:00 PM,9.13,68.00,,,,
995,04/17/23 07:50:00 PM,9.12,67.96,,,,
996,04/17/23 07:55:00 PM,9.13,67.93,,,,
997,04/17/23 08:00:00 PM,9.14,67.89,,,,
998,04/17/23 08:05:00 PM,9.14,67.89,,,,
999,04/17/23 08:10:00 PM,9.14,67.86,,,,
1000,04/17/23 08:15:00 PM,9.14,67.82,,,,
1001,04/17/23 08:20:00 PM,9.15,67.78,,,,
1002,04/17/23 08:25:00 PM,9.15,67.75,,,,
1003,04/17/23 08:30:00 PM,9.16,67.71,,,,
1004,04/17/23 08:35:00 PM,9.16,67.68,,,,
1005,04/17/23 08:40:00 PM,9.16,67.64,,,,
1006,04/17/23 08:45:00 PM,9.17,67.60,,,,
1007,04/17/23 08:50:00 PM,9.17,67.57,,,,
1008,04/17/23 08:55:00 PM,9.17,67.53,,,,
1009,04/17/23 09:00:00 PM,9.18,67.53,,,,
1010,04/17/23 09:05:00 PM,9.19,67.50,,,,
1011,04/17/23 09:10:00 PM,9.18,67.46,,,,
1012,04/17/23 09:15:00 PM,9.20,67.46,,,,
1013,04/17/23 09:20:00 PM,9.20,67.42,,,,
1014,04/17/23 09:25:00 PM,9.19,67.39,,,,
1015,04/17/23 09:30:00 PM,9.20,67.39,,,,
1016,04/17/23 09:35:00 PM,9.20,67.35,,,,
1017,04/17/23 09:40:00 PM,9.21,67.35,,,,
1018,04/17/23 09:45:00 PM,9.21,67.32,,,,
1019,04/17/23 09:50:00 PM,9.21,67.32,,,,
1020,04/17/23 09:55:00 PM,9.21,67.32,,,,
1021,04/17/23 10:00:00 PM,9.21,67.28,,,,
1022,04/17/23 10:05:00 PM,9.23,67.28,,,,
1023,04/17/23 10:10:00 PM,9.23,67.28,,,,
1024,04/17/23 10:15:00 PM,9.21,67.28,,,,
1025,04/17/23 10:20:00 PM,9.21,67.28,,,,
1026,04/17/23 10:25:00 PM,9.21,67.28,,,,
1027,04/17/23 10:30:00 PM,9.23,67.28,,,,
1028,04/17/23 10:35:00 PM,9.23,67.28,,,,
1029,04/17/23 10:40:00 PM,9.23,67.28,,,,
1030,04/17/23 10:45:00 PM,9.23,67.28,,,,
1031,04/17/23 10:50:00 PM,9.23,67.28,,,,
1032,04/17/23 10:55:00 PM,9.23,67.28,,,,
1033,04/17/23 11:00:00 PM,9.23,67.28,,,,
1034,04/17/23 11:05:00 PM,9.21,67.28,,,,
1035,04/17/23 11:10:00 PM,9.23,67.28,,,,
1036,04/17/23 11:15:00 PM,9.23,67.28,,,,
1037,04/17/23 11:20:00 PM,9.21,67.28,,,,
1038,04/17/23 11:25:00 PM,9.23,67.28,,,,
1039,04/17/23 11:30:00 PM,9.23,67.28,,,,
1040,04/17/23 11:35:00 PM,9.23,67.28,,,,
1041,04/17/23 11:40:00 PM,9.24,67.28,,,,
1042,04/17/23 11:45:00 PM,9.23,67.32,,,,
1043,04/17/23 11:50:00 PM,9.23,67.32,,,,
1044,04/17/23 11:55:00 PM,9.23,67.32,,,,
1045,04/18/23 12:00:00 AM,9.23,67.32,,,,
1046,04/18/23 12:05:00 AM,9.23,67.32,,,,
1047,04/18/23 12:10:00 AM,9.21,67.32,,,,
1048,04/18/23 12:15:00 AM,9.23,67.32,,,,
1049,04/18/23 12:20:00 AM,9.23,67.32,,,,
1050,04/18/23 12:25:00 AM,9.23,67.32,,,,
1051,04/18/23 12:30:00 AM,9.23,67.32,,,,
1052,04/18/23 12:35:00 AM,9.23,67.35,,,,
1053,04/18/23 12:40:00 AM,9.21,67.35,,,,
1054,04/18/23 12:45:00 AM,9.21,67.35,,,,
1055,04/18/23 12:50:00 AM,9.21,67.35,,,,
1056,04/18/23 12:55:00 AM,9.21,67.35,,,,
1057,04/18/23 01:00:00 AM,9.23,67.35,,,,
1058,04/18/23 01:05:00 AM,9.23,67.35,,,,
1059,04/18/23 01:10:00 AM,9.21,67.35,,,,
1060,04/18/23 01:15:00 AM,9.23,67.39,,,,
1061,04/18/23 01:20:00 AM,9.21,67.39,,,,
1062,04/18/23 01:25:00 AM,9.23,67.39,,,,
1063,04/18/23 01:30:00 AM,9.21,67.39,,,,
1064,04/18/23 01:35:00 AM,9.21,67.39,,,,
1065,04/18/23 01:40:00 AM,9.21,67.39,,,,
1066,04/18/23 01:45:00 AM,9.21,67.39,,,,
1067,04/18/23 01:50:00 AM,9.23,67.39,,,,
1068,04/18/23 01:55:00 AM,9.21,67.39,,,,
1069,04/18/23 02:00:00 AM,9.23,67.39,,,,
1070,04/18/23 02:05:00 AM,9.21,67.39,,,,
1071,04/18/23 02:10:00 AM,9.21,67.39,,,,
1072,04/18/23 02:15:00 AM,9.21,67.39,,,,
1073,04/18/23 02:20:00 AM,9.23,67.39,,,,
1074,04/18/23 02:25:00 AM,9.21,67.39,,,,
1075,04/18/23 02:30:00 AM,9.21,67.39,,,,
1076,04/18/23 02:35:00 AM,9.21,67.39,,,,
1077,04/18/23 02:40:00 AM,9.21,67.39,,,,
1078,04/18/23 02:45:00 AM,9.20,67.39,,,,
1079,04/18/23 02:50:00 AM,9.21,67.39,,,,
1080,04/18/23 02:55:00 AM,9.21,67.39,,,,
1081,04/18/23 03:00:00 AM,9.21,67.39,,,,
1082,04/18/23 03:05:00 AM,9.23,67.39,,,,
1083,04/18/23 03:10:00 AM,9.23,67.39,,,,
1084,04/18/23 03:15:00 AM,9.21,67.35,,,,
1085,04/18/23 03:20:00 AM,9.21,67.35,,,,
1086,04/18/23 03:25:00 AM,9.21,67.35,,,,
1087,04/18/23 03:30:00 AM,9.23,67.35,,,,
1088,04/18/23 03:35:00 AM,9.21,67.35,,,,
1089,04/18/23 03:40:00 AM,9.23,67.35,,,,
1090,04/18/23 03:45:00 AM,9.21,67.35,,,,
1091,04/18/23 03:50:00 AM,9.21,67.35,,,,
1092,04/18/23 03:55:00 AM,9.21,67.35,,,,
1093,04/18/23 04:00:00 AM,9.21,67.35,,,,
1094,04/18/23 04:05:00 AM,9.21,67.35,,,,
1095,04/18/23 04:10:00 AM,9.23,67.35,,,,
1096,04/18/23 04:15:00 AM,9.23,67.35,,,,
1097,04/18/23 04:20:00 AM,9.21,67.35,,,,
1098,04/18/23 04:25:00 AM,9.23,67.35,,,,
1099,04/18/23 04:30:00 AM,9.21,67.32,,,,
1100,04/18/23 04:35:00 AM,9.21,67.32,,,,
1101,04/18/23 04:40:00 AM,9.23,67.32,,,,
1102,04/18/23 04:45:00 AM,9.23,67.32,,,,
1103,04/18/23 04:50:00 AM,9.23,67.32,,,,
1104,04/18/23 04:55:00 AM,9.23,67.32,,,,
1105,04/18/23 05:00:00 AM,9.23,67.32,,,,
1106,04/18/23 05:05:00 AM,9.21,67.32,,,,
1107,04/18/23 05:10:00 AM,9.23,67.32,,,,
1108,04/18/23 05:15:00 AM,9.23,67.28,,,,
1109,04/18/23 05:20:00 AM,9.23,67.28,,,,
1110,04/18/23 05:25:00 AM,9.23,67.28,,,,
1111,04/18/23 05:30:00 AM,9.23,67.28,,,,
1112,04/18/23 05:35:00 AM,9.23,67.28,,,,
1113,04/18/23 05:40:00 AM,9.24,67.28,,,,
1114,04/18/23 05:45:00 AM,9.24,67.24,,,,
1115,04/18/23 05:50:00 AM,9.24,67.24,,,,
1116,04/18/23 05:55:00 AM,9.24,67.24,,,,
1117,04/18/23 06:00:00 AM,9.24,67.24,,,,
1118,04/18/23 06:05:00 AM,9.24,67.24,,,,
1119,04/18/23 06:10:00 AM,9.24,67.24,,,,
1120,04/18/23 06:15:00 AM,9.24,67.21,,,,
1121,04/18/23 06:20:00 AM,9.24,67.21,,,,
1122,04/18/23 06:25:00 AM,9.24,67.21,,,,
1123,04/18/23 06:30:00 AM,9.24,67.21,,,,
1124,04/18/23 06:35:00 AM,9.24,67.21,,,,
1125,04/18/23 06:40:00 AM,9.24,67.21,,,,
1126,04/18/23 06:45:00 AM,9.24,67.17,,,,
1127,04/18/23 06:50:00 AM,9.24,67.17,,,,
1128,04/18/23 06:55:00 AM,9.25,67.17,,,,
1129,04/18/23 07:00:00 AM,9.25,67.17,,,,
1130,04/18/23 07:05:00 AM,9.25,67.14,,,,
1131,04/18/23 07:10:00 AM,9.25,67.14,,,,
1132,04/18/23 07:15:00 AM,9.25,67.14,,,,
1133,04/18/23 07:20:00 AM,9.25,67.14,,,,
1134,04/18/23 07:25:00 AM,9.26,67.10,,,,
1135,04/18/23 07:30:00 AM,9.26,67.10,,,,
1136,04/18/23 07:35:00 AM,9.26,67.10,,,,
1137,04/18/23 07:40:00 AM,9.26,67.10,,,,
1138,04/18/23 07:45:00 AM,9.26,67.06,,,,
1139,04/18/23 07:50:00 AM,9.26,67.06,,,,
1140,04/18/23 07:55:00 AM,9.26,67.06,,,,
1141,04/18/23 08:00:00 AM,9.27,67.06,,,,
1142,04/18/23 08:05:00 AM,9.27,67.03,,,,
1143,04/18/23 08:10:00 AM,9.27,67.03,,,,
1144,04/18/23 08:15:00 AM,9.28,67.03,,,,
1145,04/18/23 08:20:00 AM,9.28,66.99,,,,
1146,04/18/23 08:25:00 AM,9.28,66.99,,,,
1147,04/18/23 08:30:00 AM,9.29,66.99,,,,
1148,04/18/23 08:35:00 AM,9.28,66.96,,,,
1149,04/18/23 08:40:00 AM,9.29,66.96,,,,
1150,04/18/23 08:45:00 AM,9.29,66.92,,,,
1151,04/18/23 08:50:00 AM,9.29,66.92,,,,
1152,04/18/23 08:55:00 AM,9.29,66.92,,,,
1153,04/18/23 09:00:00 AM,9.29,66.92,,,,
1154,04/18/23 09:05:00 AM,9.29,66.88,,,,
1155,04/18/23 09:10:00 AM,9.29,66.88,,,,
1156,04/18/23 09:15:00 AM,9.29,66.88,,,,
1157,04/18/23 09:20:00 AM,9.30,66.88,,,,
1158,04/18/23 09:25:00 AM,9.30,66.88,,,,
1159,04/18/23 09:30:00 AM,9.30,66.92,,,,
1160,04/18/23 09:35:00 AM,9.30,66.92,,,,
1161,04/18/23 09:40:00 AM,9.29,66.92,,,,
1162,04/18/23 09:45:00 AM,9.29,66.92,,,,
1163,04/18/23 09:50:00 AM,9.29,66.96,,,,
1164,04/18/23 09:55:00 AM,9.29,66.96,,,,
1165,04/18/23 10:00:00 AM,9.29,66.99,,,,
1166,04/18/23 10:05:00 AM,9.29,66.99,,,,
1167,04/18/23 10:10:00 AM,9.29,67.03,,,,
1168,04/18/23 10:15:00 AM,9.29,67.03,,,,
1169,04/18/23 10:20:00 AM,9.29,67.06,,,,
1170,04/18/23 10:25:00 AM,9.29,67.06,,,,
1171,04/18/23 10:30:00 AM,9.28,67.10,,,,
1172,04/18/23 10:35:00 AM,9.28,67.10,,,,
1173,04/18/23 10:40:00 AM,9.28,67.14,,,,
1174,04/18/23 10:45:00 AM,9.28,67.17,,,,
1175,04/18/23 10:50:00 AM,9.28,67.21,,,,
1176,04/18/23 10:55:00 AM,9.27,67.21,,,,
1177,04/18/23 11:00:00 AM,9.27,67.24,,,,
1178,04/18/23 11:05:00 AM,9.27,67.28,,,,
1179,04/18/23 11:10:00 AM,9.27,67.28,,,,
1180,04/18/23 11:15:00 AM,9.27,67.32,,,,
1181,04/18/23 11:20:00 AM,9.26,67.35,,,,
1182,04/18/23 11:25:00 AM,9.26,67.39,,,,
1183,04/18/23 11:30:00 AM,9.26,67.42,,,,
1184,04/18/23 11:35:00 AM,9.26,67.42,,,,
1185,04/18/23 11:40:00 AM,9.25,67.46,,,,
1186,04/18/23 11:45:00 AM,9.25,67.50,,,,
1187,04/18/23 11:50:00 AM,9.25,67.53,,,,
1188,04/18/23 11:55:00 AM,9.25,67.57,,,,
1189,04/18/23 12:00:00 PM,9.25,67.57,,,,
1190,04/18/23 12:05:00 PM,9.24,67.60,,,,
1191,04/18/23 12:10:00 PM,9.25,67.64,,,,
1192,04/18/23 12:15:00 PM,9.24,67.68,,,,
1193,04/18/23 12:20:00 PM,9.24,67.71,,,,
1194,04/18/23 12:25:00 PM,9.25,67.75,,,,
1195,04/18/23 12:30:00 PM,9.23,67.78,,,,
1196,04/18/23 12:35:00 PM,9.23,67.82,,,,
1197,04/18/23 12:40:00 PM,9.23,67.86,,,,
1198,04/18/23 12:45:00 PM,9.23,67.89,,,,
1199,04/18/23 12:50:00 PM,9.21,67.96,,,,
1200,04/18/23 12:55:00 PM,9.21,68.00,,,,
1201,04/18/23 01:00:00 PM,9.21,68.04,,,,
1202,04/18/23 01:05:00 PM,9.20,68.07,,,,
1203,04/18/23 01:10:00 PM,9.20,68.11,,,,
1204,04/18/23 01:15:00 PM,9.19,68.18,,,,
1205,04/18/23 01:20:00 PM,9.19,68.22,,,,
1206,04/18/23 01:25:00 PM,9.19,68.25,,,,
1207,04/18/23 01:30:00 PM,9.18,68.29,,,,
1208,04/18/23 01:35:00 PM,9.18,68.32,,,,
1209,04/18/23 01:40:00 PM,9.18,68.36,,,,
1210,04/18/23 01:45:00 PM,9.18,68.40,,,,
1211,04/18/23 01:50:00 PM,9.17,68.43,,,,
1212,04/18/23 01:55:00 PM,9.17,68.47,,,,
1213,04/18/23 02:00:00 PM,9.16,68.54,,,,
1214,04/18/23 02:05:00 PM,9.16,68.58,,,,
1215,04/18/23 02:10:00 PM,9.16,68.61,,,,
1216,04/18/23 02:15:00 PM,9.15,68.65,,,,
1217,04/18/23 02:20:00 PM,9.15,68.68,,,,
1218,04/18/23 02:25:00 PM,9.14,68.72,,,,
1219,04/18/23 02:30:00 PM,9.15,68.76,,,,
1220,04/18/23 02:35:00 PM,9.14,68.83,,,,
1221,04/18/23 02:40:00 PM,9.14,68.86,,,,
1222,04/18/23 02:45:00 PM,9.14,68.90,,,,
1223,04/18/23 02:50:00 PM,9.14,68.90,,,,
1224,04/18/23 02:55:00 PM,9.13,68.94,,,,
1225,04/18/23 03:00:00 PM,9.13,68.97,,,,
1226,04/18/23 03:05:00 PM,9.13,69.04,,,,
1227,04/18/23 03:10:00 PM,9.12,69.08,,,,
1228,04/18/23 03:15:00 PM,9.12,69.08,,,,
1229,04/18/23 03:20:00 PM,9.12,69.12,,,,
1230,04/18/23 03:25:00 PM,9.11,69.15,,,,
1231,04/18/23 03:30:00 PM,9.12,69.19,,,,
1232,04/18/23 03:35:00 PM,9.11,69.22,,,,
1233,04/18/23 03:40:00 PM,9.11,69.26,,,,
1234,04/18/23 03:45:00 PM,9.11,69.26,,,,
1235,04/18/23 03:50:00 PM,9.10,69.30,,,,
1236,04/18/23 03:55:00 PM,9.10,69.33,,,,
1237,04/18/23 04:00:00 PM,9.10,69.37,,,,
1238,04/18/23 04:05:00 PM,9.09,69.40,,,,
1239,04/18/23 04:10:00 PM,9.08,69.44,,,,
1240,04/18/23 04:15:00 PM,9.09,69.48,,,,
1241,04/18/23 04:20:00 PM,9.08,69.48,,,,
1242,04/18/23 04:25:00 PM,9.08,69.51,,,,
1243,04/18/23 04:30:00 PM,9.08,69.55,,,,
1244,04/18/23 04:35:00 PM,9.06,69.58,,,,
1245,04/18/23 04:40:00 PM,9.06,69.62,,,,
1246,04/18/23 04:45:00 PM,9.05,69.69,,,,
1247,04/18/23 04:50:00 PM,9.04,69.76,,,,
1248,04/18/23 04:55:00 PM,9.03,69.80,,,,
1249,04/18/23 05:00:00 PM,9.03,69.87,,,,
1250,04/18/23 05:05:00 PM,9.02,69.94,,,,
1251,04/18/23 05:10:00 PM,9.01,70.02,,,,
1252,04/18/23 05:15:00 PM,9.01,70.05,,,,
1253,04/18/23 05:20:00 PM,9.00,70.12,,,,
1254,04/18/23 05:25:00 PM,8.99,70.20,,,,
1255,04/18/23 05:30:00 PM,8.99,70.23,,,,
1256,04/18/23 05:35:00 PM,8.97,70.27,,,,
1257,04/18/23 05:40:00 PM,8.97,70.34,,,,
1258,04/18/23 05:45:00 PM,8.96,70.38,,,,
1259,04/18/23 05:50:00 PM,8.96,70.45,,,,
1260,04/18/23 05:55:00 PM,8.95,70.48,,,,
1261,04/18/23 06:00:00 PM,8.95,70.52,,,,
1262,04/18/23 06:05:00 PM,8.95,70.56,,,,
1263,04/18/23 06:10:00 PM,8.94,70.59,,,,
1264,04/18/23 06:15:00 PM,8.94,70.63,,,,
1265,04/18/23 06:20:00 PM,8.94,70.66,,,,
1266,04/18/23 06:25:00 PM,8.93,70.70,,,,
1267,04/18/23 06:30:00 PM,8.93,70.70,,,,
1268,04/18/23 06:35:00 PM,8.93,70.74,,,,
1269,04/18/23 06:40:00 PM,8.93,70.74,,,,
1270,04/18/23 06:45:00 PM,8.91,70.77,,,,
1271,04/18/23 06:50:00 PM,8.93,70.77,,,,
1272,04/18/23 06:55:00 PM,8.93,70.77,,,,
1273,04/18/23 07:00:00 PM,8.91,70.77,,,,
1274,04/18/23 07:05:00 PM,8.93,70.77,,,,
1275,04/18/23 07:10:00 PM,8.93,70.77,,,,
1276,04/18/23 07:15:00 PM,8.93,70.77,,,,
1277,04/18/23 07:20:00 PM,8.93,70.77,,,,
1278,04/18/23 07:25:00 PM,8.93,70.77,,,,
1279,04/18/23 07:30:00 PM,8.93,70.74,,,,
1280,04/18/23 07:35:00 PM,8.93,70.74,,,,
1281,04/18/23 07:40:00 PM,8.94,70.70,,,,
1282,04/18/23 07:45:00 PM,8.94,70.70,,,,
1283,04/18/23 07:50:00 PM,8.94,70.66,,,,
1284,04/18/23 07:55:00 PM,8.93,70.66,,,,
1285,04/18/23 08:00:00 PM,8.95,70.63,,,,
1286,04/18/23 08:05:00 PM,8.95,70.63,,,,
1287,04/18/23 08:10:00 PM,8.95,70.59,,,,
1288,04/18/23 08:15:00 PM,8.95,70.56,,,,
1289,04/18/23 08:20:00 PM,8.95,70.52,,,,
1290,04/18/23 08:25:00 PM,8.96,70.48,,,,
1291,04/18/23 08:30:00 PM,8.96,70.48,,,,
1292,04/18/23 08:35:00 PM,8.96,70.45,,,,
1293,04/18/23 08:40:00 PM,8.97,70.41,,,,
1294,04/18/23 08:45:00 PM,8.97,70.38,,,,
1295,04/18/23 08:50:00 PM,8.97,70.34,,,,
1296,04/18/23 08:55:00 PM,8.98,70.30,,,,
1297,04/18/23 09:00:00 PM,8.98,70.27,,,,
1298,04/18/23 09:05:00 PM,8.99,70.23,,,,
1299,04/18/23 09:10:00 PM,8.99,70.20,,,,
1300,04/18/23 09:15:00 PM,8.99,70.16,,,,
1301,04/18/23 09:20:00 PM,9.00,70.12,,,,
1302,04/18/23 09:25:00 PM,9.00,70.09,,,,
1303,04/18/23 09:30:00 PM,9.01,70.02,,,,
1304,04/18/23 09:35:00 PM,9.02,69.98,,,,
1305,04/18/23 09:40:00 PM,9.02,69.94,,,,
1306,04/18/23 09:45:00 PM,9.02,69.91,,,,
1307,04/18/23 09:50:00 PM,9.03,69.87,,,,
1308,04/18/23 09:55:00 PM,9.03,69.80,,,,
1309,04/18/23 10:00:00 PM,9.03,69.76,,,,
1310,04/18/23 10:05:00 PM,9.04,69.73,,,,
1311,04/18/23 10:10:00 PM,9.05,69.69,,,,
1312,04/18/23 10:15:00 PM,9.05,69.62,,,,
1313,04/18/23 10:20:00 PM,9.05,69.58,,,,
1314,04/18/23 10:25:00 PM,9.05,69.55,,,,
1315,04/18/23 10:30:00 PM,9.06,69.51,,,,
1316,04/18/23 10:35:00 PM,9.08,69.44,,,,
1317,04/18/23 10:40:00 PM,9.08,69.40,,,,
1318,04/18/23 10:45:00 PM,9.09,69.37,,,,
1319,04/18/23 10:50:00 PM,9.09,69.30,,,,
1320,04/18/23 10:55:00 PM,9.09,69.26,,,,
1321,04/18/23 11:00:00 PM,9.10,69.22,,,,
1322,04/18/23 11:05:00 PM,9.11,69.15,,,,
1323,04/18/23 11:10:00 PM,9.11,69.12,,,,
1324,04/18/23 11:15:00 PM,9.11,69.08,,,,
1325,04/18/23 11:20:00 PM,9.11,69.01,,,,
1326,04/18/23 11:25:00 PM,9.12,68.97,,,,
1327,04/18/23 11:30:00 PM,9.12,68.90,,,,
1328,04/18/23 11:35:00 PM,9.13,68.86,,,,
1329,04/18/23 11:40:00 PM,9.14,68.83,,,,
1330,04/18/23 11:45:00 PM,9.14,68.76,,,,
1331,04/18/23 11:50:00 PM,9.15,68.72,,,,
1332,04/18/23 11:55:00 PM,9.16,68.65,,,,
1333,04/19/23 12:00:00 AM,9.15,68.61,,,,
1334,04/19/23 12:05:00 AM,9.16,68.54,,,,
1335,04/19/23 12:10:00 AM,9.18,68.50,,,,
1336,04/19/23 12:15:00 AM,9.18,68.43,,,,
1337,04/19/23 12:20:00 AM,9.18,68.40,,,,
1338,04/19/23 12:25:00 AM,9.19,68.36,,,,
1339,04/19/23 12:30:00 AM,9.20,68.29,,,,
1340,04/19/23 12:35:00 AM,9.20,68.25,,,,
1341,04/19/23 12:40:00 AM,9.21,68.18,,,,
1342,04/19/23 12:45:00 AM,9.23,68.14,,,,
1343,04/19/23 12:50:00 AM,9.23,68.11,,,,
1344,04/19/23 12:55:00 AM,9.24,68.04,,,,
1345,04/19/23 01:00:00 AM,9.24,68.00,,,,
1346,04/19/23 01:05:00 AM,9.25,67.96,,,,
1347,04/19/23 01:10:00 AM,9.26,67.93,,,,
1348,04/19/23 01:15:00 AM,9.26,67.89,,,,
1349,04/19/23 01:20:00 AM,9.25,67.86,,,,
1350,04/19/23 01:25:00 AM,9.27,67.86,,,,
1351,04/19/23 01:30:00 AM,9.27,67.82,,,,
1352,04/19/23 01:35:00 AM,9.27,67.78,,,,
1353,04/19/23 01:40:00 AM,9.27,67.78,,,,
1354,04/19/23 01:45:00 AM,9.28,67.78,,,,
1355,04/19/23 01:50:00 AM,9.28,67.78,,,,
1356,04/19/23 01:55:00 AM,9.27,67.78,,,,
1357,04/19/23 02:00:00 AM,9.28,67.78,,,,
1358,04/19/23 02:05:00 AM,9.27,67.78,,,,
1359,04/19/23 02:10:00 AM,9.28,67.82,,,,
1360,04/19/23 02:15:00 AM,9.28,67.82,,,,
1361,04/19/23 02:20:00 AM,9.28,67.86,,,,
1362,04/19/23 02:25:00 AM,9.27,67.89,,,,
1363,04/19/23 02:30:00 AM,9.27,67.89,,,,
1364,04/19/23 02:35:00 AM,9.27,67.93,,,,
1365,04/19/23 02:40:00 AM,9.26,67.96,,,,
1366,04/19/23 02:45:00 AM,9.26,68.00,,,,
1367,04/19/23 02:50:00 AM,9.26,68.04,,,,
1368,04/19/23 02:55:00 AM,9.25,68.07,,,,
1369,04/19/23 03:00:00 AM,9.25,68.11,,,,
1370,04/19/23 03:05:00 AM,9.25,68.14,,,,
1371,04/19/23 03:10:00 AM,9.24,68.18,,,,
1372,04/19/23 03:15:00 AM,9.25,68.22,,,,
1373,04/19/23 03:20:00 AM,9.24,68.25,,,,
1374,04/19/23 03:25:00 AM,9.24,68.29,,,,
1375,04/19/23 03:30:00 AM,9.24,68.32,,,,
1376,04/19/23 03:35:00 AM,9.23,68.36,,,,
1377,04/19/23 03:40:00 AM,9.23,68.40,,,,
1378,04/19/23 03:45:00 AM,9.23,68.40,,,,
1379,04/19/23 03:50:00 AM,9.23,68.43,,,,
1380,04/19/23 03:55:00 AM,9.21,68.47,,,,
1381,04/19/23 04:00:00 AM,9.21,68.47,,,,
1382,04/19/23 04:05:00 AM,9.21,68.50,,,,
1383,04/19/23 04:10:00 AM,9.21,68.54,,,,
1384,04/19/23 04:15:00 AM,9.20,68.54,,,,
1385,04/19/23 04:20:00 AM,9.21,68.58,,,,
1386,04/19/23 04:25:00 AM,9.21,68.58,,,,
1387,04/19/23 04:30:00 AM,9.21,68.58,,,,
1388,04/19/23 04:35:00 AM,9.21,68.58,,,,
1389,04/19/23 04:40:00 AM,9.21,68.61,,,,
1390,04/19/23 04:45:00 AM,9.20,68.61,,,,
1391,04/19/23 04:50:00 AM,9.20,68.61,,,,
1392,04/19/23 04:55:00 AM,9.20,68.61,,,,
1393,04/19/23 05:00:00 AM,9.20,68.61,,,,
1394,04/19/23 05:05:00 AM,9.21,68.61,,,,
1395,04/19/23 05:10:00 AM,9.21,68.61,,,,
1396,04/19/23 05:15:00 AM,9.21,68.58,,,,
1397,04/19/23 05:20:00 AM,9.21,68.58,,,,
1398,04/19/23 05:25:00 AM,9.21,68.58,,,,
1399,04/19/23 05:30:00 AM,9.23,68.58,,,,
1400,04/19/23 05:35:00 AM,9.21,68.54,,,,
1401,04/19/23 05:40:00 AM,9.21,68.54,,,,
1402,04/19/23 05:45:00 AM,9.21,68.50,,,,
1403,04/19/23 05:50:00 AM,9.23,68.50,,,,
1404,04/19/23 05:55:00 AM,9.23,68.47,,,,
1405,04/19/23 06:00:00 AM,9.23,68.47,,,,
1406,04/19/23 06:05:00 AM,9.24,68.43,,,,
1407,04/19/23 06:10:00 AM,9.23,68.40,,,,
1408,04/19/23 06:15:00 AM,9.24,68.40,,,,
