"Plot Title: SC StA DO Meter"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21658049, SEN S/N: 21658049)","Temp, °F (LGR S/N: 21658049, SEN S/N: 21658049)","Bad Battery (LGR S/N: 21658049)","Coupler Detached (LGR S/N: 21658049)","Good Battery (LGR S/N: 21658049)","Coupler Attached (LGR S/N: 21658049)","Host Connected (LGR S/N: 21658049)","Stopped (LGR S/N: 21658049)","End Of File (LGR S/N: 21658049)"
853,05/25/23 05:28:54 PM,9.27,60.91,,,,,,,
854,05/25/23 06:28:54 PM,9.19,61.16,,,,,,,
855,05/25/23 07:28:54 PM,9.19,61.16,,,,,,,
856,05/25/23 08:28:54 PM,9.10,60.76,,,,,,,
857,05/25/23 09:28:54 PM,9.02,60.22,,,,,,,
858,05/25/23 10:28:54 PM,8.95,59.50,,,,,,,
859,05/25/23 11:28:54 PM,8.89,58.71,,,,,,,
860,05/26/23 12:28:54 AM,8.86,57.99,,,,,,,
861,05/26/23 01:28:54 AM,8.83,57.34,,,,,,,
862,05/26/23 02:28:54 AM,8.80,56.70,,,,,,,
863,05/26/23 03:28:54 AM,8.77,56.23,,,,,,,
864,05/26/23 04:28:54 AM,8.76,55.72,,,,,,,
865,05/26/23 05:28:54 AM,8.75,55.33,,,,,,,
866,05/26/23 06:28:54 AM,8.82,55.00,,,,,,,
867,05/26/23 07:28:54 AM,8.85,54.79,,,,,,,
868,05/26/23 08:28:54 AM,8.91,54.86,,,,,,,
869,05/26/23 09:28:54 AM,8.96,55.00,,,,,,,
870,05/26/23 10:28:54 AM,8.99,55.58,,,,,,,
871,05/26/23 11:28:54 AM,9.06,56.34,,,,,,,
872,05/26/23 12:28:54 PM,9.13,57.34,,,,,,,
873,05/26/23 01:28:54 PM,9.19,58.39,,,,,,,
874,05/26/23 02:28:54 PM,9.21,59.50,,,,,,,
875,05/26/23 03:28:54 PM,9.20,60.51,,,,,,,
876,05/26/23 04:28:54 PM,9.18,61.41,,,,,,,
877,05/26/23 05:28:54 PM,9.16,61.99,,,,,,,
878,05/26/23 06:28:54 PM,9.11,62.24,,,,,,,
879,05/26/23 07:28:54 PM,9.05,62.13,,,,,,,
880,05/26/23 08:28:54 PM,8.98,61.74,,,,,,,
881,05/26/23 09:28:54 PM,8.93,61.16,,,,,,,
882,05/26/23 10:28:54 PM,8.82,60.48,,,,,,,
883,05/26/23 11:28:54 PM,8.76,59.61,,,,,,,
884,05/27/23 12:28:54 AM,8.72,58.93,,,,,,,
885,05/27/23 01:28:54 AM,8.67,58.28,,,,,,,
886,05/27/23 02:28:54 AM,8.65,57.74,,,,,,,
887,05/27/23 03:28:54 AM,8.57,57.27,,,,,,,
888,05/27/23 04:28:54 AM,8.60,56.88,,,,,,,
889,05/27/23 05:28:54 AM,8.60,56.48,,,,,,,
890,05/27/23 06:28:54 AM,8.61,56.19,,,,,,,
891,05/27/23 07:28:54 AM,8.60,55.94,,,,,,,
892,05/27/23 08:28:54 AM,8.69,55.80,,,,,,,
893,05/27/23 09:28:54 AM,8.76,55.80,,,,,,,
894,05/27/23 10:28:54 AM,8.85,56.01,,,,,,,
895,05/27/23 11:28:54 AM,8.98,56.48,,,,,,,
896,05/27/23 12:28:54 PM,9.06,57.13,,,,,,,
897,05/27/23 01:28:54 PM,9.13,57.96,,,,,,,
898,05/27/23 02:28:54 PM,9.19,58.82,,,,,,,
899,05/27/23 03:28:54 PM,9.24,59.65,,,,,,,
900,05/27/23 04:28:54 PM,9.25,60.30,,,,,,,
901,05/27/23 05:28:54 PM,9.19,60.84,,,,,,,
902,05/27/23 06:28:54 PM,9.19,61.02,,,,,,,
903,05/27/23 07:28:54 PM,9.13,60.94,,,,,,,
904,05/27/23 08:28:54 PM,9.06,60.66,,,,,,,
905,05/27/23 09:28:54 PM,9.01,60.19,,,,,,,
906,05/27/23 10:28:54 PM,8.94,59.50,,,,,,,
907,05/27/23 11:28:54 PM,8.88,58.75,,,,,,,
908,05/28/23 12:28:54 AM,8.76,58.03,,,,,,,
909,05/28/23 01:28:54 AM,8.75,57.60,,,,,,,
910,05/28/23 02:28:54 AM,8.66,57.06,,,,,,,
911,05/28/23 03:28:54 AM,8.65,56.73,,,,,,,
912,05/28/23 04:28:54 AM,8.66,56.37,,,,,,,
913,05/28/23 05:28:54 AM,8.62,56.08,,,,,,,
914,05/28/23 06:28:54 AM,8.61,55.83,,,,,,,
915,05/28/23 07:28:54 AM,8.66,55.65,,,,,,,
916,05/28/23 08:28:54 AM,8.71,55.47,,,,,,,
917,05/28/23 09:28:54 AM,8.74,55.36,,,,,,,
918,05/28/23 10:28:54 AM,8.85,55.40,,,,,,,
919,05/28/23 11:28:54 AM,8.93,55.51,,,,,,,
920,05/28/23 12:28:54 PM,8.98,56.08,,,,,,,
921,05/28/23 01:28:54 PM,9.09,56.73,,,,,,,
922,05/28/23 02:28:54 PM,9.16,57.60,,,,,,,
923,05/28/23 03:28:54 PM,9.20,58.46,,,,,,,
924,05/28/23 04:28:54 PM,9.24,59.32,,,,,,,
925,05/28/23 05:28:54 PM,9.20,59.90,,,,,,,
926,05/28/23 06:28:54 PM,9.24,60.15,,,,,,,
927,05/28/23 07:28:54 PM,9.23,60.12,,,,,,,
928,05/28/23 08:28:54 PM,9.13,59.83,,,,,,,
929,05/28/23 09:28:54 PM,9.03,59.47,,,,,,,
930,05/28/23 10:28:54 PM,9.01,58.96,,,,,,,
931,05/28/23 11:28:54 PM,8.94,58.32,,,,,,,
932,05/29/23 12:28:54 AM,8.85,57.70,,,,,,,
933,05/29/23 01:28:54 AM,8.81,57.20,,,,,,,
934,05/29/23 02:28:54 AM,8.74,56.77,,,,,,,
935,05/29/23 03:28:54 AM,8.68,56.37,,,,,,,
936,05/29/23 04:28:54 AM,8.65,56.08,,,,,,,
937,05/29/23 05:28:54 AM,8.66,55.80,,,,,,,
938,05/29/23 06:28:54 AM,8.61,55.58,,,,,,,
939,05/29/23 07:28:54 AM,8.68,55.40,,,,,,,
940,05/29/23 08:28:54 AM,8.70,55.36,,,,,,,
941,05/29/23 09:28:54 AM,8.74,55.29,,,,,,,
942,05/29/23 10:28:54 AM,8.84,55.40,,,,,,,
943,05/29/23 11:28:54 AM,8.97,55.94,,,,,,,
944,05/29/23 12:28:54 PM,9.08,56.52,,,,,,,
945,05/29/23 01:28:54 PM,9.12,57.45,,,,,,,
946,05/29/23 02:28:54 PM,9.19,58.14,,,,,,,
947,05/29/23 03:28:54 PM,9.25,58.89,,,,,,,
948,05/29/23 04:28:54 PM,9.30,59.40,,,,,,,
949,05/29/23 05:28:54 PM,9.30,59.79,,,,,,,
950,05/29/23 06:28:54 PM,9.25,60.15,,,,,,,
951,05/29/23 07:28:54 PM,9.24,60.15,,,,,,,
952,05/29/23 08:28:54 PM,9.17,59.72,,,,,,,
953,05/29/23 09:28:54 PM,9.13,59.04,,,,,,,
954,05/29/23 10:28:54 PM,9.06,58.24,,,,,,,
955,05/29/23 11:28:54 PM,9.03,57.60,,,,,,,
956,05/30/23 12:28:54 AM,8.94,56.91,,,,,,,
957,05/30/23 01:28:54 AM,8.93,56.44,,,,,,,
958,05/30/23 02:28:54 AM,8.87,55.94,,,,,,,
959,05/30/23 03:28:54 AM,8.83,55.51,,,,,,,
960,05/30/23 04:28:54 AM,8.79,55.18,,,,,,,
961,05/30/23 05:28:54 AM,8.77,54.97,,,,,,,
962,05/30/23 06:28:54 AM,8.75,54.75,,,,,,,
963,05/30/23 07:28:54 AM,8.79,54.57,,,,,,,
964,05/30/23 08:28:54 AM,8.80,54.43,,,,,,,
965,05/30/23 09:28:54 AM,8.90,54.39,,,,,,,
966,05/30/23 10:28:54 AM,8.96,54.39,,,,,,,
967,05/30/23 11:28:54 AM,9.02,54.64,,,,,,,
968,05/30/23 12:28:54 PM,9.17,55.15,,,,,,,
969,05/30/23 01:28:54 PM,9.21,55.33,,,,,,,
970,05/30/23 02:28:54 PM,9.29,56.12,,,,,,,
971,05/30/23 03:28:54 PM,9.35,56.91,,,,,,,
972,05/30/23 04:28:54 PM,9.39,57.67,,,,,,,
973,05/30/23 05:28:54 PM,9.36,58.24,,,,,,,
974,05/30/23 06:28:54 PM,9.38,58.57,,,,,,,
975,05/30/23 07:28:54 PM,9.36,58.64,,,,,,,
976,05/30/23 08:28:54 PM,9.32,58.42,,,,,,,
977,05/30/23 09:28:54 PM,9.28,58.10,,,,,,,
978,05/30/23 10:28:54 PM,9.23,57.60,,,,,,,
979,05/30/23 11:28:54 PM,9.13,56.98,,,,,,,
980,05/31/23 12:28:54 AM,9.10,56.41,,,,,,,
981,05/31/23 01:28:54 AM,9.03,55.87,,,,,,,
982,05/31/23 02:28:54 AM,8.94,55.33,,,,,,,
983,05/31/23 03:28:54 AM,8.89,54.90,,,,,,,
984,05/31/23 04:28:54 AM,8.87,54.50,,,,,,,
985,05/31/23 05:28:54 AM,8.86,54.18,,,,,,,
986,05/31/23 06:28:54 AM,8.85,53.89,,,,,,,
987,05/31/23 07:28:54 AM,8.85,53.74,,,,,,,
988,05/31/23 08:28:54 AM,8.93,53.71,,,,,,,
989,05/31/23 09:28:54 AM,9.01,53.85,,,,,,,
990,05/31/23 10:28:54 AM,9.13,54.18,,,,,,,
991,05/31/23 11:28:54 AM,9.18,54.64,,,,,,,
992,05/31/23 12:28:54 PM,9.27,55.29,,,,,,,
993,05/31/23 01:28:54 PM,9.33,56.26,,,,,,,
994,05/31/23 02:28:54 PM,9.41,57.31,,,,,,,
995,05/31/23 03:28:54 PM,9.34,58.35,,,,,,,
996,05/31/23 04:28:54 PM,9.40,59.18,,,,,,,
997,05/31/23 05:28:54 PM,9.36,59.68,,,,,,,
998,05/31/23 06:28:54 PM,9.36,60.01,,,,,,,
999,05/31/23 07:28:54 PM,9.30,60.01,,,,,,,
1000,05/31/23 08:28:54 PM,9.26,59.68,,,,,,,
1001,05/31/23 09:28:54 PM,9.20,59.25,,,,,,,
1002,05/31/23 10:28:54 PM,9.12,58.68,,,,,,,
1003,05/31/23 11:28:54 PM,9.03,57.92,,,,,,,
1004,06/01/23 12:28:54 AM,9.02,57.13,,,,,,,
1005,06/01/23 01:28:54 AM,8.97,56.34,,,,,,,
1006,06/01/23 02:28:54 AM,8.91,55.72,,,,,,,
1007,06/01/23 03:28:54 AM,8.88,55.18,,,,,,,
1008,06/01/23 04:28:54 AM,8.85,54.75,,,,,,,
1009,06/01/23 05:28:54 AM,8.83,54.43,,,,,,,
1010,06/01/23 06:28:54 AM,8.82,54.14,,,,,,,
1011,06/01/23 07:28:54 AM,8.86,54.00,,,,,,,
1012,06/01/23 08:28:54 AM,8.86,53.96,,,,,,,
1013,06/01/23 09:28:54 AM,8.96,54.18,,,,,,,
1014,06/01/23 10:28:54 AM,9.03,54.64,,,,,,,
1015,06/01/23 11:28:54 AM,9.13,55.29,,,,,,,
1016,06/01/23 12:28:54 PM,9.25,56.12,,,,,,,
1017,06/01/23 01:28:54 PM,9.29,57.06,,,,,,,
1018,06/01/23 02:28:54 PM,9.32,58.03,,,,,,,
1019,06/01/23 03:28:54 PM,9.43,58.93,,,,,,,
1020,06/01/23 04:28:54 PM,9.45,59.83,,,,,,,
1021,06/01/23 05:28:54 PM,9.41,60.40,,,,,,,
1022,06/01/23 06:28:54 PM,9.40,60.73,,,,,,,
1023,06/01/23 07:28:54 PM,9.35,60.80,,,,,,,
1024,06/01/23 08:28:54 PM,9.30,60.51,,,,,,,
1025,06/01/23 09:28:54 PM,9.24,60.12,,,,,,,
1026,06/01/23 10:28:54 PM,9.15,59.54,,,,,,,
1027,06/01/23 11:28:54 PM,9.12,58.82,,,,,,,
1028,06/02/23 12:28:54 AM,9.02,58.06,,,,,,,
1029,06/02/23 01:28:54 AM,8.98,57.31,,,,,,,
1030,06/02/23 02:28:54 AM,8.93,56.62,,,,,,,
1031,06/02/23 03:28:54 AM,8.90,56.01,,,,,,,
1032,06/02/23 04:28:54 AM,8.87,55.40,,,,,,,
1033,06/02/23 05:28:54 AM,8.90,54.90,,,,,,,
1034,06/02/23 06:28:54 AM,8.90,54.43,,,,,,,
1035,06/02/23 07:28:54 AM,8.93,54.21,,,,,,,
1036,06/02/23 08:28:54 AM,9.01,54.10,,,,,,,
1037,06/02/23 09:28:54 AM,9.08,54.25,,,,,,,
1038,06/02/23 10:28:54 AM,9.15,54.64,,,,,,,
1039,06/02/23 10:57:52 AM,,,,Logged,,,,,
1040,06/02/23 11:28:54 AM,9.14,66.20,,,,,,,
1041,06/02/23 12:28:54 PM,9.31,56.12,,,,,,,
1042,06/02/23 01:28:54 PM,9.35,57.16,,,,,,,
1043,06/02/23 02:28:54 PM,9.40,58.24,,,,,,,
1044,06/02/23 03:28:54 PM,9.38,59.22,,,,,,,
1045,06/02/23 04:28:54 PM,9.39,60.04,,,,,,,
1046,06/02/23 05:28:54 PM,9.36,60.62,,,,,,,
1047,06/02/23 06:28:54 PM,9.34,60.91,,,,,,,
1048,06/02/23 07:28:54 PM,9.30,60.98,,,,,,,
1049,06/02/23 08:28:54 PM,9.25,60.69,,,,,,,
1050,06/02/23 09:28:54 PM,9.16,60.19,,,,,,,
1051,06/02/23 10:28:54 PM,9.12,59.58,,,,,,,
1052,06/02/23 11:28:54 PM,9.02,58.93,,,,,,,
1053,06/03/23 12:28:54 AM,9.00,58.24,,,,,,,
1054,06/03/23 01:28:54 AM,8.93,57.60,,,,,,,
1055,06/03/23 02:28:54 AM,8.84,56.95,,,,,,,
1056,06/03/23 03:28:54 AM,8.84,56.34,,,,,,,
1057,06/03/23 04:28:54 AM,8.73,55.76,,,,,,,
1058,06/03/23 05:28:54 AM,8.84,55.26,,,,,,,
1059,06/03/23 06:28:54 AM,8.82,54.82,,,,,,,
1060,06/03/23 07:28:54 AM,8.85,54.57,,,,,,,
1061,06/03/23 08:28:54 AM,8.93,54.46,,,,,,,
1062,06/03/23 09:28:54 AM,9.00,54.64,,,,,,,
1063,06/03/23 10:28:54 AM,9.10,55.00,,,,,,,
1064,06/03/23 11:28:54 AM,9.18,55.62,,,,,,,
1065,06/03/23 12:28:54 PM,9.29,56.52,,,,,,,
1066,06/03/23 01:28:54 PM,9.29,57.56,,,,,,,
1067,06/03/23 02:28:54 PM,9.38,58.57,,,,,,,
1068,06/03/23 03:28:54 PM,9.39,59.54,,,,,,,
1069,06/03/23 04:28:54 PM,9.34,60.44,,,,,,,
1070,06/03/23 05:28:54 PM,9.33,60.98,,,,,,,
1071,06/03/23 06:28:54 PM,9.27,61.34,,,,,,,
1072,06/03/23 07:28:54 PM,9.27,61.30,,,,,,,
1073,06/03/23 08:28:54 PM,9.26,60.94,,,,,,,
1074,06/03/23 09:28:54 PM,9.20,60.48,,,,,,,
1075,06/03/23 10:28:54 PM,9.12,59.76,,,,,,,
1076,06/03/23 11:28:54 PM,9.06,59.04,,,,,,,
1077,06/04/23 12:28:54 AM,9.06,58.28,,,,,,,
1078,06/04/23 01:28:54 AM,8.99,57.38,,,,,,,
1079,06/04/23 02:28:54 AM,8.90,56.59,,,,,,,
1080,06/04/23 03:28:54 AM,8.87,55.94,,,,,,,
1081,06/04/23 04:28:54 AM,8.89,55.29,,,,,,,
1082,06/04/23 05:28:54 AM,8.83,54.72,,,,,,,
1083,06/04/23 06:28:54 AM,8.85,54.28,,,,,,,
1084,06/04/23 07:28:54 AM,8.95,54.00,,,,,,,
1085,06/04/23 08:28:54 AM,9.01,53.96,,,,,,,
1086,06/04/23 09:28:54 AM,9.04,54.14,,,,,,,
1087,06/04/23 10:28:54 AM,9.05,54.46,,,,,,,
1088,06/04/23 11:28:54 AM,9.17,55.08,,,,,,,
1089,06/04/23 12:28:54 PM,9.29,55.94,,,,,,,
1090,06/04/23 01:28:54 PM,9.27,56.95,,,,,,,
1091,06/04/23 02:28:54 PM,9.39,57.99,,,,,,,
1092,06/04/23 03:28:54 PM,9.38,59.04,,,,,,,
1093,06/04/23 04:28:54 PM,9.41,59.90,,,,,,,
1094,06/04/23 05:28:54 PM,9.36,60.55,,,,,,,
1095,06/04/23 06:28:54 PM,9.33,60.94,,,,,,,
1096,06/04/23 07:28:54 PM,9.24,61.09,,,,,,,
1097,06/04/23 08:28:54 PM,9.19,60.98,,,,,,,
1098,06/04/23 09:28:54 PM,9.10,60.73,,,,,,,
1099,06/04/23 10:28:54 PM,9.06,60.30,,,,,,,
1100,06/04/23 11:28:54 PM,9.00,59.68,,,,,,,
1101,06/05/23 12:28:54 AM,8.94,58.93,,,,,,,
1102,06/05/23 01:28:54 AM,8.85,58.06,,,,,,,
1103,06/05/23 02:28:54 AM,8.83,57.27,,,,,,,
1104,06/05/23 03:28:54 AM,8.75,56.48,,,,,,,
1105,06/05/23 04:28:54 AM,8.75,55.83,,,,,,,
1106,06/05/23 05:28:54 AM,8.72,55.18,,,,,,,
1107,06/05/23 06:28:54 AM,8.79,54.68,,,,,,,
1108,06/05/23 07:28:54 AM,8.87,54.36,,,,,,,
1109,06/05/23 08:28:54 AM,8.88,54.28,,,,,,,
1110,06/05/23 09:28:54 AM,8.98,54.43,,,,,,,
1111,06/05/23 10:28:54 AM,9.01,54.79,,,,,,,
1112,06/05/23 11:28:54 AM,9.15,55.40,,,,,,,
1113,06/05/23 12:28:54 PM,9.17,56.26,,,,,,,
1114,06/05/23 01:28:54 PM,9.26,57.24,,,,,,,
1115,06/05/23 02:28:54 PM,9.29,58.28,,,,,,,
1116,06/05/23 03:28:54 PM,9.30,59.25,,,,,,,
1117,06/05/23 04:28:54 PM,9.29,60.08,,,,,,,
1118,06/05/23 05:28:54 PM,9.27,60.76,,,,,,,
1119,06/05/23 06:28:54 PM,9.25,61.23,,,,,,,
1120,06/05/23 07:28:54 PM,9.20,61.38,,,,,,,
1121,06/05/23 08:28:54 PM,9.14,61.23,,,,,,,
1122,06/05/23 09:28:54 PM,9.03,60.91,,,,,,,
1123,06/05/23 10:28:54 PM,8.95,60.44,,,,,,,
1124,06/05/23 11:28:54 PM,8.90,59.90,,,,,,,
1125,06/06/23 12:28:54 AM,8.85,59.25,,,,,,,
1126,06/06/23 01:28:54 AM,8.77,58.42,,,,,,,
1127,06/06/23 02:28:54 AM,8.74,57.56,,,,,,,
1128,06/06/23 03:28:54 AM,8.59,56.84,,,,,,,
1129,06/06/23 04:28:54 AM,8.70,56.19,,,,,,,
1130,06/06/23 05:28:54 AM,8.70,55.58,,,,,,,
1131,06/06/23 06:28:54 AM,8.73,55.08,,,,,,,
1132,06/06/23 07:28:54 AM,8.75,54.75,,,,,,,
1133,06/06/23 08:28:54 AM,8.80,54.68,,,,,,,
1134,06/06/23 09:28:54 AM,8.75,54.86,,,,,,,
1135,06/06/23 10:28:54 AM,8.91,55.22,,,,,,,
1136,06/06/23 11:28:54 AM,9.00,55.87,,,,,,,
1137,06/06/23 12:28:54 PM,9.01,56.80,,,,,,,
1138,06/06/23 01:28:54 PM,9.08,57.85,,,,,,,
1139,06/06/23 02:28:54 PM,9.11,59.00,,,,,,,
1140,06/06/23 03:28:54 PM,9.13,60.08,,,,,,,
1141,06/06/23 04:28:54 PM,9.08,61.09,,,,,,,
1142,06/06/23 05:28:54 PM,9.06,61.88,,,,,,,
1143,06/06/23 06:28:54 PM,9.00,62.38,,,,,,,
1144,06/06/23 07:28:54 PM,8.99,62.67,,,,,,,
1145,06/06/23 08:28:54 PM,8.97,62.53,,,,,,,
1146,06/06/23 09:28:54 PM,8.85,62.28,,,,,,,
1147,06/06/23 10:28:54 PM,8.80,61.92,,,,,,,
1148,06/06/23 11:28:54 PM,8.66,61.38,,,,,,,
1149,06/07/23 12:28:54 AM,8.70,60.76,,,,,,,
1150,06/07/23 01:28:54 AM,8.61,59.94,,,,,,,
1151,06/07/23 02:28:54 AM,8.56,59.04,,,,,,,
1152,06/07/23 03:28:54 AM,8.46,58.32,,,,,,,
1153,06/07/23 04:28:54 AM,8.51,57.60,,,,,,,
1154,06/07/23 05:28:54 AM,8.47,56.95,,,,,,,
1155,06/07/23 06:28:54 AM,8.51,56.37,,,,,,,
1156,06/07/23 07:28:54 AM,8.51,55.98,,,,,,,
1157,06/07/23 08:28:54 AM,8.53,55.87,,,,,,,
1158,06/07/23 09:28:54 AM,8.66,56.05,,,,,,,
1159,06/07/23 10:28:54 AM,8.68,56.34,,,,,,,
1160,06/07/23 11:28:54 AM,8.79,56.95,,,,,,,
1161,06/07/23 12:28:54 PM,8.85,57.78,,,,,,,
1162,06/07/23 01:28:54 PM,8.88,58.82,,,,,,,
1163,06/07/23 02:28:54 PM,8.98,59.94,,,,,,,
1164,06/07/23 03:28:54 PM,9.02,60.98,,,,,,,
1165,06/07/23 04:28:54 PM,9.05,61.99,,,,,,,
1166,06/07/23 05:28:54 PM,9.01,62.56,,,,,,,
1167,06/07/23 06:28:54 PM,8.97,63.07,,,,,,,
1168,06/07/23 07:28:54 PM,8.91,63.25,,,,,,,
1169,06/07/23 08:28:54 PM,8.90,63.25,,,,,,,
1170,06/07/23 09:28:54 PM,8.89,62.96,,,,,,,
1171,06/07/23 10:28:54 PM,8.81,62.53,,,,,,,
1172,06/07/23 11:28:54 PM,8.65,62.02,,,,,,,
1173,06/08/23 12:28:54 AM,8.58,61.34,,,,,,,
1174,06/08/23 01:28:54 AM,8.64,60.69,,,,,,,
1175,06/08/23 02:28:54 AM,8.47,59.83,,,,,,,
1176,06/08/23 03:28:54 AM,8.43,59.11,,,,,,,
1177,06/08/23 04:28:54 AM,8.42,58.57,,,,,,,
1178,06/08/23 05:28:54 AM,8.36,58.03,,,,,,,
1179,06/08/23 06:28:54 AM,8.35,57.56,,,,,,,
1180,06/08/23 07:28:54 AM,8.36,57.20,,,,,,,
1181,06/08/23 08:28:54 AM,8.31,56.88,,,,,,,
1182,06/08/23 09:28:54 AM,8.43,56.88,,,,,,,
1183,06/08/23 09:40:25 AM,,,,,,Logged,,,
1184,06/08/23 09:40:26 AM,,,,,,,Logged,,
1185,06/08/23 09:40:35 AM,,,,Logged,,,,,
1186,06/08/23 10:28:54 AM,8.51,57.06,,,,,,,
1187,06/08/23 11:28:54 AM,8.64,57.52,,,,,,,
1188,06/08/23 12:28:54 PM,8.70,58.21,,,,,,,
1189,06/08/23 01:28:54 PM,8.80,59.00,,,,,,,
1190,06/08/23 02:28:54 PM,8.90,59.90,,,,,,,
1191,06/08/23 03:28:54 PM,8.97,60.80,,,,,,,
1192,06/08/23 04:28:54 PM,9.04,61.48,,,,,,,
1193,06/08/23 05:28:54 PM,9.08,61.95,,,,,,,
1194,06/08/23 06:28:54 PM,9.09,62.20,,,,,,,
1195,06/08/23 07:28:54 PM,9.04,62.13,,,,,,,
1196,06/08/23 08:28:54 PM,9.02,62.02,,,,,,,
1197,06/08/23 09:28:54 PM,8.94,61.74,,,,,,,
1198,06/08/23 10:28:54 PM,8.86,61.45,,,,,,,
1199,06/08/23 11:28:54 PM,8.75,60.94,,,,,,,
1200,06/09/23 12:28:54 AM,8.70,60.40,,,,,,,
1201,06/09/23 01:28:54 AM,8.62,59.83,,,,,,,
1202,06/09/23 02:28:54 AM,8.50,59.14,,,,,,,
1203,06/09/23 03:28:54 AM,8.47,58.68,,,,,,,
1204,06/09/23 04:28:54 AM,8.40,58.17,,,,,,,
1205,06/09/23 05:28:54 AM,8.34,57.70,,,,,,,
1206,06/09/23 06:28:54 AM,8.32,57.31,,,,,,,
1207,06/09/23 07:28:54 AM,8.34,56.98,,,,,,,
1208,06/09/23 08:28:54 AM,8.32,56.70,,,,,,,
1209,06/09/23 09:28:54 AM,8.41,56.52,,,,,,,
1210,06/09/23 10:28:54 AM,8.45,56.37,,,,,,,
1211,06/09/23 11:28:54 AM,8.53,56.30,,,,,,,
1212,06/09/23 12:28:54 PM,8.57,56.30,,,,,,,
1213,06/09/23 01:28:54 PM,8.62,56.23,,,,,,,
1214,06/09/23 02:28:54 PM,8.74,56.26,,,,,,,
1215,06/09/23 03:28:54 PM,8.83,56.26,,,,,,,
1216,06/09/23 04:28:54 PM,8.90,56.34,,,,,,,
1217,06/09/23 05:28:54 PM,8.88,56.37,,,,,,,
1218,06/09/23 06:28:54 PM,8.94,56.37,,,,,,,
1219,06/09/23 07:28:54 PM,9.02,56.37,,,,,,,
1220,06/09/23 08:28:54 PM,9.01,56.34,,,,,,,
1221,06/09/23 09:28:54 PM,9.02,56.26,,,,,,,
1222,06/09/23 10:28:54 PM,8.95,56.16,,,,,,,
1223,06/09/23 11:28:54 PM,8.86,56.05,,,,,,,
1224,06/10/23 12:28:54 AM,8.85,55.90,,,,,,,
1225,06/10/23 01:28:54 AM,8.71,55.76,,,,,,,
1226,06/10/23 02:28:54 AM,8.74,55.58,,,,,,,
1227,06/10/23 03:28:54 AM,8.60,55.40,,,,,,,
1228,06/10/23 04:28:54 AM,8.53,55.26,,,,,,,
1229,06/10/23 05:28:54 AM,8.59,55.15,,,,,,,
1230,06/10/23 06:28:54 AM,8.50,55.00,,,,,,,
1231,06/10/23 07:28:54 AM,8.53,54.93,,,,,,,
1232,06/10/23 08:28:54 AM,8.55,54.90,,,,,,,
1233,06/10/23 09:28:54 AM,8.54,54.90,,,,,,,
1234,06/10/23 10:28:54 AM,8.58,54.97,,,,,,,
1235,06/10/23 11:28:54 AM,8.72,55.22,,,,,,,
1236,06/10/23 12:28:54 PM,8.79,55.58,,,,,,,
1237,06/10/23 01:28:54 PM,8.88,56.19,,,,,,,
1238,06/10/23 02:28:54 PM,8.99,56.73,,,,,,,
1239,06/10/23 03:28:54 PM,9.11,57.67,,,,,,,
1240,06/10/23 04:28:54 PM,9.16,58.21,,,,,,,
1241,06/10/23 05:28:54 PM,9.19,58.86,,,,,,,
1242,06/10/23 06:28:54 PM,9.19,59.11,,,,,,,
1243,06/10/23 07:28:54 PM,9.11,59.25,,,,,,,
1244,06/10/23 08:28:54 PM,9.05,59.18,,,,,,,
1245,06/10/23 09:28:54 PM,9.04,59.04,,,,,,,
1246,06/10/23 10:28:54 PM,9.02,58.78,,,,,,,
1247,06/10/23 11:28:54 PM,8.96,58.46,,,,,,,
1248,06/11/23 12:28:54 AM,8.90,58.06,,,,,,,
1249,06/11/23 01:28:54 AM,8.75,57.70,,,,,,,
1250,06/11/23 02:28:54 AM,8.69,57.31,,,,,,,
1251,06/11/23 03:28:54 AM,8.64,56.95,,,,,,,
1252,06/11/23 04:28:54 AM,8.56,56.62,,,,,,,
1253,06/11/23 05:28:54 AM,8.52,56.30,,,,,,,
1254,06/11/23 06:28:54 AM,8.53,56.12,,,,,,,
1255,06/11/23 07:28:54 AM,8.51,55.94,,,,,,,
1256,06/11/23 08:28:54 AM,8.55,55.87,,,,,,,
1257,06/11/23 09:28:54 AM,8.57,55.90,,,,,,,
1258,06/11/23 10:28:54 AM,8.66,56.30,,,,,,,
1259,06/11/23 11:28:54 AM,8.80,56.77,,,,,,,
1260,06/11/23 12:28:54 PM,8.85,57.63,,,,,,,
1261,06/11/23 01:28:54 PM,8.90,58.57,,,,,,,
1262,06/11/23 02:28:54 PM,9.02,59.65,,,,,,,
1263,06/11/23 03:28:54 PM,9.08,60.76,,,,,,,
1264,06/11/23 04:28:54 PM,9.03,61.70,,,,,,,
1265,06/11/23 05:28:54 PM,9.08,62.42,,,,,,,
1266,06/11/23 06:28:54 PM,8.99,62.89,,,,,,,
1267,06/11/23 07:28:54 PM,8.96,63.14,,,,,,,
1268,06/11/23 08:28:54 PM,8.87,63.07,,,,,,,
1269,06/11/23 09:28:54 PM,8.81,62.85,,,,,,,
1270,06/11/23 10:28:54 PM,8.77,62.56,,,,,,,
1271,06/11/23 11:28:54 PM,8.67,62.02,,,,,,,
1272,06/12/23 12:28:54 AM,8.59,61.45,,,,,,,
1273,06/12/23 01:28:54 AM,8.56,60.66,,,,,,,
